Column1,Column2,Column3
WnA5MruXxO,ขวัญดาราลอบบุกรุกเข้าห้องนิทรรศการในพิพิธภัณฑ์และขโมยของมีค่าออกไป,"[{'ขวัญดารา':'[2,4]'}]"
gQ4R9OWOuG,จารุวัตต์ยิงปืนขึ้นฟ้าเพื่อขู่เพื่อนบ้านไม่ให้ส่งเสียงดัง,[{'จารุวัตต์':'[5]'}]
IIzo2zFWDs,จิกิมาขโมยสินค้าจากห้างด้วยการบุกรุกห้องเก็บของ,"[{'จิกิมา':'[2,4]'}]"
07Ck73lzsa,คริญญาใช้ปืนยิงฆ่าในงานเลี้ยงประชุม ขณะที่กิจภณบุกรุกเข้าห้องเก็บข้อมูลและขโมยแฟ้มสำคัญ,"[{'คริญญา':'[5,7]'},{'กิจภณ':'[2,4]'}]"
I1vWDPlR6g,คุนจูขับรถพุ่งชนใส่กุลกัณยาขณะเธอกำลังเดินข้ามถนนโดยไม่มีเจตนาจะเบรก ทำให้เธอเสียชีวิตทันที,"[{'กุลกัณยา':'[1]'},{'คุนจู':'[3,7]'}]"
yLPAAAmObN,คมน์ชัชใช้มีดแทงคู่อริจนเสียชีวิต,"[{'คมน์ชัช':'[5,7]'}]"
oiNNGfMKUA,กิตติการณ์หยอกล้อขณะขับรถยก ทำให้ชนชั้นวางของพังลงมา,[{'กิตติการณ์':'[3]'}]
8buNpkKOER,กำวงค์ขับรถเมาแล้วชนกับรถบัสในตลาด ทำให้เกิดอุบัติเหตุรุนแรง,[{'กำวงค์':'[3]'}]
f8xbVM4YPy,ขจรขวัญได้รับแจ้งเตือนว่าใครบางคนพยายามบุกรุกเข้าบ้านของเธอในยามดึก,[{'ขจรขวัญ':'[1]'}]
JG3m26kDxU,จุฬาภรฉ้อโกงลูกค้าโดยปลอมใบแจ้งหนี้,[{'จุฬาภร':'[6]'}]
3plE7T6mui,คุณบดีงัดหน้าต่างเข้าไปในบ้านของจอมสรรค์และใช้ปืนขู่ให้เขาเซ็นสัญญายกทรัพย์สิน โดยมีการผลักล้มจนแขนหัก,"[{'จอมสรรค์':'[1]'},{'บดี':'[2,4,5]'}]"
se5bnKDDpR,จักร์กะพงษ์และกิมโซ้งเข้าร่วมเวทีเสวนาเรื่องสิทธิมนุษยชนในมหาวิทยาลัย โดยไม่มีการปลุกระดมหรือฝ่าฝืนกฎหมาย,"[{'จักร์กะพงษ์':'[1]'},{'กิมโซ้ง':'[1]'}]"
MCpYlDGPhZ,กิ๋มเล็กขโมยเครื่องประดับจากห้างและยิงฆ่าเจ้าหน้าที่รักษาความปลอดภัย,"[{'กิ๋มเล็ก':'[2,5,7]'}]"
M1v366kpDU,คินขับรถเมาแล้วชนรถแท็กซี่ที่จอดอยู่บนทางหลวง ทำให้รถเสียหายหนัก,[{'คิน':'[3]'}]
9eaVcRRA3H,กรพุฒิสวมหน้ากากบุกเข้าไปในบ้านจนิสากลางดึก แล้วใช้มีดแทงเธอจนเสียชีวิต,"[{'กรพุฒิ':'[4,5,7]'},{'จนิสา':'[1]'}]"
E3yeYA9q4T,ไกรชิตขโมยกระเป๋าเดินทางจากรถโดยสารในสถานี,[{'ไกรชิต':'[2]'}]
IhTXMPITbC,จิรัปปภาจับกิ้มผ่อนมัดไว้และจุดไฟเผาบ้าน ทำให้กิ้มผ่อนเสียชีวิต,"[{'จิรัปปภา':'[5,7]'},{'กิ้มผ่อน':'[1]'}]"
E0UdsZz10U,ข้าวฟ้างใช้มีดโจมตีผู้คนในงานเลี้ยงจนทำให้เกิดบาดเจ็บสาหัส ขณะที่จิรณัฐฐาฉ้อโกงเงินจากลูกค้าผ่านโทรศัพท์ปลอม,"[{'ข้าวฟ้าง':'[5]'},{'จิรณัฐฐา':'[6]'}]"
XcxzT7GOPC,แขไฉไลใช้ปืนข่มขู่และยิงฆ่าผู้ที่ปฏิเสธเข้าร่วมงานในงานเลี้ยงโรงแรม ขณะที่คิมมนัสบุกรุกเข้าศูนย์ข้อมูลและขโมยรหัสผ่าน,"[{'แขไฉไล':'[5,7]'},{'คิมมนัส':'[2,4]'}]"
BYhgj2qW0L,เกรซขโมยกระเป๋าจากหญิงชราบนถนน,[{'เกรซ':'[2]'}]
WYhUkxAQvj,เคโกะจงใจถอดสกรูราวบันไดในบ้าน เมื่อทราบว่ากันจงณัฐต้องเดินผ่านจุดนั้น จนเธอพลัดตกลงมาศีรษะกระแทกเสียชีวิต,"[{'เคโกะ':'[5,7]'},{'กันจงณัฐ':'[1]'}]"
6pYEnqgvPS,ฆณกรณ์ใช้ปืนข่มขู่และชิงทรัพย์ในห้าง,"[{'ฆณกรณ์':'[2,5]'}]"
eD5TFWpWqv,กุญชาญไม่ติดตั้งรั้วป้องกันบริเวณงานซ่อมบำรุงถนน ทำให้กิติยานันท์ขับรถตกหลุมบาดเจ็บ,"[{'กุญชาญ':'[3]'},{'กิติยานันท์':'[1]'}]"
sSCvYCSqKr,ขาสุดบุกรุกขโมยเครื่องประดับจากห้างในเวลากลางคืน,"[{'ขาสุด':'[2,4]'}]"
McWijHsbo4,คล้ายเดือนบุกรุกเข้าร้านเครื่องประดับและขโมยของมีค่า,"[{'คล้ายเดือน':'[2,4]'}]"
xKxTst8TkK,กันต์ชลัสถ์เป็นเจ้าหน้าที่รับเรื่องร้องเรียนของรัฐ แต่เมื่อโดนเคนหวดร้องเรียนเรื่องทุจริต เธอกลับเรียกเคนหวดมาคุยที่บ้านแล้วใช้ค้อนทุบศีรษะจนเสียชีวิต เพราะเธอกลัวว่าเรื่องที่เธอทุจริตจะไปถึงหูตัวรวจ,"[{'กันต์ชลัสถ์':'[5,7]'},{'เคนหวด':'[1]'}]"
OtETCRsjVZ,เจนภพขู่เจ้าหน้าที่คลังสินค้าด้วยมีดและขโมยของกลาง ขณะจิรัฎฐ์ธรณ์ปลอมลายเซ็นเบิกเงินเบี้ยเลี้ยง,"[{'เจนภพ':'[2,5]'},{'จิรัฎฐ์ธรณ์':'[6]'}]"
SijMs2yqOo,เจนจีลาอ้างว่าขายบัตรเครื่องบินราคาพิเศษ แต่เมื่อถึงเวลาไม่สามารถเดินทางได้จริง,[{'เจนจีลา':'[6]'}]
b2nLtjLaqx,กตัญพัฒน์ฉ้อโกงงบประมาณหมู่บ้านและปลอมสัญญาจ้างงาน คงเขตต์ขโมยอุปกรณ์จากสำนักงาน,"[{'กตัญพัฒน์':'[6]'},{'คงเขตต์':'[2]'}]"
UGV3HzEN5k,ในตลาดนัดที่มีผู้คนพลุกพล่าน ขรรคทนนท์ใช้มีดคุกคามและยิงบุคคลที่พยายามเรียกร้องความยุติธรรมจนเสียชีวิต,"[{'ขรรคทนนท์':'[5,7]'}]"
wPjL2GuHxy,กฤษฎิ์ชนันท์ขับรถเมาแล้วชนกับรถในถนนใหญ่ ทำให้เกิดอุบัติเหตุและทรัพย์สินเสียหาย ขณะที่กิตติ์โภคินขโมยของจากตลาดนัด,"[{'กฤษฎิ์ชนันท์':'[3]'},{'กิตติ์โภคิน':'[2]'}]"
